ctx_screen_location,Screen Description,ctx_event_name,Event Description
medicine_article_detail_basic,Trang Chi tiết bài viết Dược liệu dạng cơ bản,click_slide_back,User xem các item trước đó trong danh sách
medicine_article_detail_basic,Trang Chi tiết bài viết Dược liệu dạng cơ bản,click_slide_next,User xem các item tiếp theo trong danh sách
medicine_article_detail_basic,Trang Chi tiết bài viết Dược liệu dạng cơ bản,scroll_depth,User cuộn trang
medicine_article_detail_basic,Trang Chi tiết bài viết Dược liệu dạng cơ bản,click_reference,User bấm xem Nguồn tham khảo
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,view_page,User xem trang
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_back_button,User bấm trở về
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_share,User bấm chia sẻ trang bài viết
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,view_cart,User xem giỏ hàng
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,start_audio,User bấm nghe bài viết dạng audio
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,start_youtube_video,User bấm xem video Youtube
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,view_detail_expert,User bấm xem thông tin chuyên gia
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,view_list_article_image,User xem chuỗi ảnh trong bài viết
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_view_more,User bấm vào xem thêm
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_health_check,User click vào kiểm tra sức khoẻ mở webview
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,submit_form,User bấm submit form
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_button_explore,User bấm vào các button khám phá/tìm hiểu các chương trình
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_article_category,User bấm xem theo danh mục bài viết
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_article,User click vào bài viết
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,expand_faq,User bấm vào xem câu hỏi thường gặp
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_view_all,User click vào xem tất cả danh sách
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_linked_keyword,User bấm vào từ khoá có gắn link trên bài viết
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,start_tiktok_video,User bấm xem video Tiktok
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,send_question,User bấm gửi câu hỏi trong phần Hỏi đáp
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,select_content_index,User bấm xem mục lục trên bài viết
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_slide_back,User xem các item trước đó trong danh sách
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_slide_next,User xem các item tiếp theo trong danh sách
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_breadcrumb,User sử dụng breadcrumb
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,scroll_depth,User cuộn trang
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_reference,User bấm xem Nguồn tham khảo
about_heath_search,Màn tìm kiếm trên Chuyên trang sức khỏe,view_page,User xem trang
about_heath_search,Màn tìm kiếm trên Chuyên trang sức khỏe,click_back_button,User bấm trở về
about_heath_search,Màn tìm kiếm trên Chuyên trang sức khỏe,delete_search_keyword,User bấm xóa từ khóa trên thanh tìm kiếm
about_heath_search,Màn tìm kiếm trên Chuyên trang sức khỏe,click_article_category,User bấm xem theo danh mục bài viết
about_heath_search,Màn tìm kiếm trên Chuyên trang sức khỏe,click_call_hotline,User bấm vào khu vực có số hotline
about_cancer,Trang Chuyên trang Ung Thư,view_page,User xem trang
about_cancer,Trang Chuyên trang Ung Thư,click_back_button,User bấm trở về
about_cancer,Trang Chuyên trang Ung Thư,view_cart,User xem giỏ hàng
about_cancer,Trang Chuyên trang Ung Thư,click_call_hotline,User bấm vào khu vực có số hotline
about_cancer,Trang Chuyên trang Ung Thư,request_help,User click vào Tư vấn với dược sĩ
about_cancer,Trang Chuyên trang Ung Thư,select_content_index,User bấm xem mục lục trên bài viết
about_cancer,Trang Chuyên trang Ung Thư,click_article,User click vào bài viết
about_cancer,Trang Chuyên trang Ung Thư,click_view_all,User click vào xem tất cả danh sách
about_cancer,Trang Chuyên trang Ung Thư,start_youtube_video,User bấm xem video Youtube
about_cancer,Trang Chuyên trang Ung Thư,view_more_filter,User bấm xem thêm filter
about_cancer,Trang Chuyên trang Ung Thư,view_detail_expert,User bấm xem thông tin chuyên gia
about_cancer,Trang Chuyên trang Ung Thư,click_view_more,User bấm vào xem thêm
about_cancer,Trang Chuyên trang Ung Thư,insert_text,User nhập thông tin
about_cancer,Trang Chuyên trang Ung Thư,select_filter_criteria,User chọn các tiêu chí lọc
about_cancer,Trang Chuyên trang Ung Thư,scroll_depth,User cuộn trang
btm_filter_expert,Bottomsheet chọn filter chuyên gia,select_filter_criteria,User chọn các tiêu chí lọc
btm_filter_expert,Bottomsheet chọn filter chuyên gia,insert_text,User nhập thông tin
btm_filter_expert,Bottomsheet chọn filter chuyên gia,click_close,User đóng trang
expert_list,Trang danh sách Đội ngũ chuyên môn,view_page,User xem trang
expert_list,Trang danh sách Đội ngũ chuyên môn,click_back_button,User bấm trở về
expert_list,Trang danh sách Đội ngũ chuyên môn,click_share,User bấm chia sẻ trang bài viết
expert_list,Trang danh sách Đội ngũ chuyên môn,view_cart,User xem giỏ hàng
expert_list,Trang danh sách Đội ngũ chuyên môn,view_detail_expert,User bấm xem thông tin chuyên gia
expert_list,Trang danh sách Đội ngũ chuyên môn,click_breadcrumb,User sử dụng breadcrumb
expert_list,Trang danh sách Đội ngũ chuyên môn,click_view_more,User bấm vào xem thêm
expert_list,Trang danh sách Đội ngũ chuyên môn,scroll_depth,User cuộn trang
expert_detail,Trang chi tiết Chuyên gia,view_page,User xem trang
expert_detail,Trang chi tiết Chuyên gia,click_back_button,User bấm trở về
expert_detail,Trang chi tiết Chuyên gia,click_share,User bấm chia sẻ trang bài viết
expert_detail,Trang chi tiết Chuyên gia,view_cart,User xem giỏ hàng
expert_detail,Trang chi tiết Chuyên gia,select_filter_criteria,User chọn các tiêu chí lọc
expert_detail,Trang chi tiết Chuyên gia,click_article,User click vào bài viết
expert_detail,Trang chi tiết Chuyên gia,click_view_more,User bấm vào xem thêm
expert_detail,Trang chi tiết Chuyên gia,view_detail_expert,User bấm xem thông tin chuyên gia
expert_detail,Trang chi tiết Chuyên gia,click_view_all,User click vào xem tất cả danh sách
expert_detail,Trang chi tiết Chuyên gia,click_breadcrumb,User sử dụng breadcrumb
expert_detail,Trang chi tiết Chuyên gia,scroll_depth,User cuộn trang
notification,Trang danh sách noti,view_page,User xem trang
notification,Trang danh sách noti,click_back_button,User bấm trở về
notification,Trang danh sách noti,select_type_notification,User chọn loại thông báo
notification,Trang danh sách noti,click_read_all,User bấm vào xem hết thông báo
notification,Trang danh sách noti,click_button_explore,User bấm vào các button khám phá/tìm hiểu các chương trình
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,view_page,User xem trang
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,click_expand_image,User bấm phóng to ảnh
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,select_product,User chọn sản phẩm muốn thanh toán
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,unselect_product,User bỏ chọn sản phẩm
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,click_continue_to_cart,User bấm Mua hàng để sang giỏ hàng
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,click_continue_to_request,User bấm Tư vấn để sang màn đơn tư vấn
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,add_new_search,User bấm Tìm kiếm thêm
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,click_search_image,User bấm tìm kiếm bằng hình ảnh
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,click_search_voice,User bấm tìm kiếm bằng giọng nói
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,click_answer_nps,User bấm trả lời khảo sát
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,click_close_nps,User bấm tắt khảo sát
search_image_result,Màn kết quả tìm kiếm bằng hình ảnh,click_product,User click vào xem chi tiết sản phẩm
health_article_list,Trang Góc sức khoẻ,select_type_listing,User chọn filter hiển thị nội dung
health_article_list,Trang Góc sức khoẻ,click_video,User bấm xem chi tiết video
health_article_list,Trang Góc sức khoẻ,click_content_detail,User bấm vào trang chi tiết nội dung phần chuyên đề
health_article_detail_basic,Trang Chi tiết bài viết sức khoẻ dạng cơ bản,click_share,User bấm chia sẻ trang bài viết
health_article_detail_basic,Trang Chi tiết bài viết sức khoẻ dạng cơ bản,click_health_check,User click vào kiểm tra sức khoẻ mở webview
health_article_detail_basic,Trang Chi tiết bài viết sức khoẻ dạng cơ bản,click_download_file,User bấm tải file
health_article_detail_basic,Trang Chi tiết bài viết sức khoẻ dạng cơ bản,send_rating,User gửi đánh giá sản phẩm
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_share,User bấm chia sẻ trang bài viết
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,select_font_size,User chọn kích thước văn bản
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_download_file,User bấm tải file
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,send_rating,User gửi đánh giá sản phẩm
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_podcast_detail,User bấm vào trang chi tiết podcast
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_view_all,User click vào xem tất cả danh sách
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_longform_detail,User bấm vào trang chi tiết longform
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_video,User bấm xem chi tiết video
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_video_detail,User bấm vào trang chi tiết Video
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_infographic_detail,User bấm vào trang chi tiết infographic
disease_article_detail_journey,Trang Chi tiết bài viết bệnh dạng hành trình,click_related_article,User bấm xem bài viết liên quan
health_article_detail_longform,Trang Chi tiết bài viết sức khoẻ dạng long form,click_share,User bấm chia sẻ trang bài viết
health_article_detail_longform,Trang Chi tiết bài viết sức khoẻ dạng long form,select_font_size,User chọn kích thước văn bản
health_article_detail_longform,Trang Chi tiết bài viết sức khoẻ dạng long form,click_health_check,User click vào kiểm tra sức khoẻ mở webview
health_article_detail_longform,Trang Chi tiết bài viết sức khoẻ dạng long form,click_download_file,User bấm tải file
health_article_detail_longform,Trang Chi tiết bài viết sức khoẻ dạng long form,start_youtube_video,User bấm xem video Youtube
health_article_detail_longform,Trang Chi tiết bài viết sức khoẻ dạng long form,click_other_article_in_playlist,User bấm xem bài viết khác cùng playlist
health_article_detail_longform,Trang Chi tiết bài viết sức khoẻ dạng long form,send_rating,User gửi đánh giá sản phẩm
health_article_detail_longform,Trang Chi tiết bài viết sức khoẻ dạng long form,click_related_longform,User bấm bài viết liên quan
health_article_detail_longform,Trang Chi tiết bài viết sức khoẻ dạng long form,click_longform_playlist,User bấm playlist longform
health_article_detail_longform,Trang Chi tiết bài viết sức khoẻ dạng long form,click_view_all,User click vào xem tất cả danh sách
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,view_page,User xem trang
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,select_font_size,User chọn kích thước văn bản
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,click_share,User bấm chia sẻ trang bài viết
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,select_content_index,User bấm xem mục lục trên bài viết
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,send_rating,User gửi đánh giá sản phẩm
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,view_content_policy,User chọn Xem thêm Chính sách nội dung
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,view_detail_expert,User bấm xem thông tin chuyên gia
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,click_reference,User bấm xem Nguồn tham khảo
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,click_related_product,User xem sản phẩm liên quan
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,click_view_more_product,User bấm Xem thêm danh sách sản phẩm
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,click_slide_back,User xem các item trước đó trong danh sách
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,click_slide_next,User xem các item tiếp theo trong danh sách
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,click_back_button,User bấm trở về
med_article_detail_basic,Trang chi tiết bài viết về thuốc cơ bản,click_cart,User bấm Giỏ hàng
